learner_id,region,course_id,last_login_days,assignment_completion_rate,quiz_score_trend,attendance_rate
L13401,South Africa,CRS-014,2.7,0.781,15.9,0.449
L10334,Egypt,CRS-014,1.0,0.552,27.1,0.517
L13141,Egypt,CRS-007,3.5,0.178,16.1,0.703
L11556,South Africa,CRS-011,2.8,0.955,-37.7,0.722
L11260,Egypt,CRS-007,58.7,0.364,-3.2,0.868
L10029,South Africa,CRS-015,0.7,0.369,22.5,0.852
L14707,Egypt,CRS-007,9.3,0.589,-27.5,0.528
L12944,Egypt,CRS-009,2.3,0.418,-0.1,0.489
L11955,South Africa,CRS-013,11.8,0.967,10.6,0.406
L11107,Egypt,CRS-004,2.8,0.756,-1.8,0.751
L10806,Egypt,CRS-003,11.1,0.668,16.6,0.778
L11479,Egypt,CRS-003,4.6,0.396,-0.5,0.951
L13533,South Africa,CRS-013,0.4,0.601,-14.7,0.233
L12497,Egypt,CRS-009,19.3,0.698,-11.6,0.734
L13674,Egypt,CRS-007,5.1,0.830,-22.6,0.464
L12464,South Africa,CRS-015,2.0,0.844,14.4,0.280
L14399,Egypt,CRS-015,10.7,0.336,-3.0,0.656
L11100,South Africa,CRS-008,3.3,0.497,17.5,0.291
L13066,South Africa,CRS-013,18.2,0.809,-9.3,0.579
L12958,South Africa,CRS-012,2.4,0.969,-2.9,0.581
L13256,Egypt,CRS-010,8.9,0.782,5.2,0.481
L14108,Egypt,CRS-010,7.2,0.295,3.8,0.759
L13247,Egypt,CRS-010,18.6,0.846,16.4,0.670
L14046,Egypt,CRS-001,4.4,0.691,-8.9,0.810
L13273,South Africa,CRS-005,10.7,0.391,0.5,0.839
L11819,South Africa,CRS-011,0.5,0.664,-4.3,0.777
L12072,South Africa,CRS-003,56.4,0.613,22.5,0.738
L10589,South Africa,CRS-003,5.5,0.744,-11.6,0.587
L14935,Egypt,CRS-013,5.8,0.792,-4.8,0.659
L11320,South Africa,CRS-008,21.9,0.441,13.7,0.677
L12025,South Africa,CRS-007,28.8,0.522,-49.4,0.809
L14018,South Africa,CRS-009,59.6,0.629,-1.5,0.174
L12851,Egypt,CRS-003,1.7,0.507,-3.3,0.225
L12051,South Africa,CRS-015,1.5,0.611,2.6,0.850
L12400,South Africa,CRS-009,8.6,0.583,12.3,0.731
L11177,Egypt,CRS-012,7.6,0.734,-20.8,0.482
L11047,Egypt,CRS-007,28.3,0.641,-5.5,0.621
L10668,South Africa,CRS-006,1.7,0.851,-12.6,0.706
L10124,South Africa,CRS-001,1.0,0.577,44.8,0.662
L11470,South Africa,CRS-002,6.8,0.777,-1.5,0.818
L14494,Egypt,CRS-002,23.6,0.205,-5.9,0.816
L13465,Egypt,CRS-014,6.5,0.870,5.1,0.638
L13785,Egypt,CRS-001,18.0,0.795,14.3,0.905
L11349,Egypt,CRS-012,2.8,0.747,-20.5,0.865
L11234,Egypt,CRS-003,8.7,0.899,11.4,0.141
L11856,Egypt,CRS-015,2.6,0.612,2.2,0.656
L12518,South Africa,CRS-011,1.2,0.835,9.5,0.744
L13341,South Africa,CRS-003,8.4,0.905,-5.1,0.799
L10502,South Africa,CRS-011,5.8,0.325,13.9,0.563
L10542,South Africa,CRS-004,5.6,0.809,10.2,0.754
L13712,Egypt,CRS-013,10.5,0.780,5.7,0.464
L10222,South Africa,CRS-005,0.9,0.741,-1.8,0.670
L13326,Egypt,CRS-002,4.4,0.835,-6.4,0.746
L13818,Egypt,CRS-001,3.4,0.820,21.4,0.944
L14823,Egypt,CRS-008,1.0,0.613,0.2,0.581
L14019,Egypt,CRS-007,45.5,0.647,-13.8,0.751
L15185,South Africa,CRS-012,31.0,0.972,7.9,0.798
L13868,South Africa,CRS-001,4.9,0.837,-24.9,0.910
L13070,South Africa,CRS-011,1.1,0.726,7.0,0.935
L11039,Egypt,CRS-012,0.7,0.463,-7.7,0.240
L10064,South Africa,CRS-015,0.7,0.880,-19.5,0.798
L14906,South Africa,CRS-010,30.6,0.701,-3.6,0.622
L11858,Egypt,CRS-003,1.9,0.870,11.6,0.711
L13600,Egypt,CRS-001,14.7,0.853,2.8,0.806
L12889,South Africa,CRS-005,7.5,0.869,-0.6,0.677
L14090,Egypt,CRS-005,1.8,0.963,-11.4,0.396
L11148,South Africa,CRS-011,9.1,0.856,-5.4,0.672
L14052,South Africa,CRS-015,9.6,0.547,-12.1,0.794
L13664,Egypt,CRS-005,1.1,0.748,-1.4,0.867
L15106,Egypt,CRS-009,35.4,0.903,13.1,0.745
L10849,South Africa,CRS-007,1.8,0.802,-30.3,0.836
L11945,Egypt,CRS-007,3.3,0.814,-7.8,0.590
L13202,Egypt,CRS-015,7.1,0.726,-4.4,0.894
L11658,South Africa,CRS-005,0.3,0.615,4.2,0.446
L11389,South Africa,CRS-008,35.6,0.863,8.0,0.759
L10015,South Africa,CRS-005,5.5,0.421,18.7,0.747
L13258,South Africa,CRS-004,2.8,0.762,-18.2,0.567
L13981,Egypt,CRS-011,5.5,0.410,20.8,0.677
L10649,South Africa,CRS-008,1.0,0.393,19.1,0.625
L12209,South Africa,CRS-007,3.5,0.857,6.4,0.750
L13490,South Africa,CRS-005,3.6,0.865,-3.3,0.315
L12223,South Africa,CRS-006,22.0,0.470,-14.0,0.579
L11821,Egypt,CRS-009,9.1,0.922,8.6,0.885
L13803,South Africa,CRS-009,3.0,0.521,11.5,0.612
L14310,Egypt,CRS-008,16.4,0.249,9.7,0.701
L13061,South Africa,CRS-001,56.4,0.602,-10.0,0.700
L11308,Egypt,CRS-007,10.8,0.760,11.1,0.625
L13114,Egypt,CRS-008,11.1,0.542,-36.8,0.537
L14311,Egypt,CRS-012,6.8,0.425,-15.9,0.193
L15306,South Africa,CRS-005,0.4,0.750,-4.1,0.672
L12997,Egypt,CRS-011,4.0,0.273,-17.2,0.596
L14053,Egypt,CRS-006,8.5,0.679,7.1,0.877
L10358,Egypt,CRS-008,6.1,0.941,22.5,0.676
L10929,South Africa,CRS-013,0.5,0.949,-12.1,0.721
L12103,South Africa,CRS-008,14.8,0.633,-2.4,0.617
L14703,Egypt,CRS-012,34.7,0.533,1.7,0.698
L15267,Egypt,CRS-006,4.3,0.660,16.9,0.794
L14081,Egypt,CRS-007,2.7,0.731,-9.3,0.764
L11139,South Africa,CRS-004,0.9,0.582,-36.2,0.407
L11267,Egypt,CRS-007,3.1,0.801,11.5,0.722
L13308,Egypt,CRS-015,1.3,0.890,2.7,0.370
L14530,Egypt,CRS-006,22.1,0.587,3.0,0.640
L11605,Egypt,CRS-009,4.2,0.938,-8.3,0.731
L14267,South Africa,CRS-012,10.8,0.298,-3.1,0.760
L13878,Egypt,CRS-011,14.9,0.822,-10.7,0.431
L10233,Egypt,CRS-015,11.5,0.664,13.0,0.691
L14716,South Africa,CRS-014,2.8,0.620,-0.4,0.818
L14068,Egypt,CRS-011,5.1,0.920,19.6,0.361
L11992,Egypt,CRS-007,0.4,0.447,3.8,0.520
L12444,South Africa,CRS-001,4.3,0.651,2.1,0.668
L11791,South Africa,CRS-009,3.5,0.845,16.4,0.623
L14386,Egypt,CRS-014,13.8,0.892,-48.7,0.712
L10185,Egypt,CRS-005,4.1,0.616,-14.0,0.913
L11293,Egypt,CRS-002,9.3,0.744,7.8,0.768
L10241,Egypt,CRS-014,0.4,0.738,-3.3,0.788
L12600,South Africa,CRS-010,4.4,0.776,-0.3,0.804
L12479,Egypt,CRS-003,6.6,0.399,13.3,0.673
L14921,Egypt,CRS-012,4.5,0.886,8.6,0.623
L15272,Egypt,CRS-011,6.1,0.896,19.1,0.876
L12130,South Africa,CRS-001,15.4,0.763,-22.4,0.693
L10624,Egypt,CRS-001,25.8,0.819,-18.0,0.769
L14282,Egypt,CRS-012,1.8,0.444,9.1,0.819
L12015,South Africa,CRS-012,2.5,0.640,14.0,0.815
L10651,South Africa,CRS-012,1.9,0.859,6.3,0.766
L14322,Egypt,CRS-003,1.1,0.967,15.8,0.677
L14635,South Africa,CRS-004,9.6,0.366,-0.3,0.606
L12995,South Africa,CRS-001,0.2,0.746,-8.2,0.734
L13147,South Africa,CRS-003,20.0,0.347,-4.1,0.857
L11452,South Africa,CRS-007,45.1,0.529,-17.2,0.768
L11271,South Africa,CRS-015,9.6,0.852,-5.8,0.858
L13578,Egypt,CRS-003,6.1,0.779,10.2,0.424
L15195,Egypt,CRS-002,3.7,0.661,-3.4,0.645
L10095,Egypt,CRS-010,14.6,0.812,18.0,0.905
L11552,Egypt,CRS-008,1.2,0.728,17.3,0.246
L13854,South Africa,CRS-002,2.5,0.717,-4.6,0.875
L14009,Egypt,CRS-008,2.3,0.750,15.7,0.942
L11399,South Africa,CRS-003,16.6,0.820,-5.5,0.821
L12474,Egypt,CRS-012,4.7,0.700,-2.8,0.580
L13420,Egypt,CRS-006,2.7,0.682,3.7,0.574
L14663,South Africa,CRS-002,22.6,0.701,-0.3,0.769
L14466,South Africa,CRS-008,12.7,0.953,7.0,0.552
L14497,Egypt,CRS-011,24.6,0.560,2.1,0.872
L12953,Egypt,CRS-004,3.7,0.560,8.2,0.591
L14035,South Africa,CRS-002,23.1,0.718,-7.9,0.777
L10699,South Africa,CRS-002,10.5,0.891,1.5,0.844
L13707,South Africa,CRS-002,8.9,0.693,-5.0,0.883
L14549,South Africa,CRS-015,17.5,0.909,2.1,0.884
L11025,Egypt,CRS-012,28.5,0.709,-0.3,0.638
L10650,Egypt,CRS-014,9.8,0.344,3.8,0.281
L11888,South Africa,CRS-015,1.5,0.832,2.2,0.840
L13518,South Africa,CRS-007,5.6,0.500,9.7,0.757
L14993,South Africa,CRS-006,26.8,0.738,5.6,0.691
L11827,South Africa,CRS-012,0.8,0.379,-5.2,0.632
L14121,Egypt,CRS-014,1.8,0.564,0.9,0.651
L12380,South Africa,CRS-006,2.0,0.949,27.8,0.682
L11010,Egypt,CRS-008,6.5,0.657,-9.8,0.569
L14965,South Africa,CRS-002,1.9,0.644,10.7,0.500
L13451,Egypt,CRS-015,1.2,0.974,2.5,0.869
L12505,Egypt,CRS-010,7.7,0.443,-3.7,0.956
L14167,Egypt,CRS-004,0.0,0.697,-1.7,0.752
L13879,South Africa,CRS-001,1.3,0.666,-7.7,0.888
L12783,Egypt,CRS-001,10.5,0.831,-18.7,0.676
L10047,Egypt,CRS-013,11.5,0.689,2.1,0.745
L14751,Egypt,CRS-004,6.4,0.965,11.1,0.792
L11035,Egypt,CRS-001,0.6,0.549,-17.1,0.626
L13982,South Africa,CRS-013,24.4,0.759,-43.6,0.882
L11714,South Africa,CRS-005,3.7,0.857,-17.8,0.897
L10684,Egypt,CRS-012,6.7,0.666,-8.2,0.665
L12738,South Africa,CRS-002,1.2,0.792,-2.4,0.853
L10681,South Africa,CRS-004,1.5,0.214,-5.4,0.514
L15048,South Africa,CRS-012,5.5,0.802,-1.5,0.608
L14863,Egypt,CRS-008,0.7,0.751,3.8,0.314
L12236,Egypt,CRS-012,5.4,0.772,18.2,0.864
L12443,South Africa,CRS-010,2.1,0.830,-24.7,0.189
L14422,Egypt,CRS-015,44.6,0.865,4.2,0.596
L12648,Egypt,CRS-011,60.0,0.591,-1.9,0.588
L10906,Egypt,CRS-005,13.2,0.702,11.1,0.831
L11328,Egypt,CRS-014,13.5,0.492,1.4,0.623
L13406,Egypt,CRS-002,35.9,0.773,-4.6,0.823
L14279,Egypt,CRS-012,32.7,0.847,16.5,0.589
L13744,South Africa,CRS-006,52.4,0.769,-28.8,0.720
L11480,Egypt,CRS-001,2.1,0.463,14.9,0.598
L11217,South Africa,CRS-002,5.7,0.125,12.1,0.750
L11697,South Africa,CRS-006,2.9,0.306,-7.1,0.612
L12290,Egypt,CRS-009,0.1,0.599,-8.8,0.604
L10786,South Africa,CRS-015,22.0,0.765,23.3,0.753
L11540,Egypt,CRS-010,19.7,0.816,20.1,0.865
L14511,Egypt,CRS-008,10.3,0.963,0.9,0.775
L12391,Egypt,CRS-011,5.9,0.868,-0.0,0.823
L11662,South Africa,CRS-010,0.3,0.542,4.9,0.876
L11180,Egypt,CRS-008,23.8,0.553,-16.1,0.601
L11601,South Africa,CRS-008,5.3,0.729,6.9,0.771
L10611,South Africa,CRS-006,1.9,0.543,12.4,0.753
L11155,Egypt,CRS-015,42.5,0.706,-24.8,0.884
L12386,Egypt,CRS-007,4.0,0.475,-4.3,0.551
L11488,South Africa,CRS-004,19.8,0.727,9.7,0.781
L10100,South Africa,CRS-006,11.8,0.524,-3.9,0.442
L10356,Egypt,CRS-003,1.6,0.845,25.2,0.722
L12084,Egypt,CRS-015,33.2,0.552,-3.9,0.846
L12158,Egypt,CRS-004,0.8,0.707,-1.8,0.876
L11538,Egypt,CRS-002,3.6,0.749,2.8,0.541
L10061,Egypt,CRS-010,0.0,0.689,-0.5,0.620
L14907,Egypt,CRS-010,16.7,0.929,4.3,0.512
L14272,Egypt,CRS-014,4.6,0.705,-49.5,0.751
L11312,South Africa,CRS-013,2.3,0.971,7.3,0.932
L13822,South Africa,CRS-010,0.9,0.570,6.3,0.586
L15278,Egypt,CRS-001,0.8,0.599,-5.7,0.526
L15160,South Africa,CRS-005,10.7,0.417,-27.1,0.588
L13540,South Africa,CRS-009,3.3,0.812,-5.9,0.783
L13505,South Africa,CRS-009,16.7,0.465,18.7,0.865
L10844,South Africa,CRS-003,4.4,0.571,-5.8,0.635
L12656,Egypt,CRS-013,18.1,0.667,-9.7,0.796
L13344,Egypt,CRS-003,10.0,0.422,-7.4,0.785
L14407,Egypt,CRS-009,23.6,0.912,-3.2,0.165
L12928,South Africa,CRS-001,30.4,0.756,-43.7,0.947
L14095,South Africa,CRS-012,13.8,0.511,-10.4,0.444
L11030,Egypt,CRS-008,2.9,0.646,-17.1,0.828
L10791,South Africa,CRS-010,2.6,0.559,2.9,0.830
L10108,South Africa,CRS-011,3.1,0.876,-42.5,0.430
L13767,Egypt,CRS-002,20.7,0.635,-4.9,0.848
L12136,South Africa,CRS-012,23.7,0.679,7.1,0.514
L12450,South Africa,CRS-010,2.1,0.584,-6.1,0.307
L13041,South Africa,CRS-004,7.1,0.677,6.1,0.368
L13729,South Africa,CRS-004,2.7,0.445,15.1,0.882
L13746,South Africa,CRS-007,3.1,0.824,-15.3,0.642
L11718,South Africa,CRS-012,0.6,0.918,-4.8,0.688
L13616,South Africa,CRS-012,2.2,0.544,2.4,0.688
L12257,Egypt,CRS-003,30.4,0.379,5.0,0.929
L10424,Egypt,CRS-008,15.0,0.772,3.0,0.905
L11420,South Africa,CRS-009,1.7,0.670,1.8,0.626
L12394,South Africa,CRS-010,7.9,0.832,-3.5,0.826
L14128,South Africa,CRS-001,0.9,0.532,-0.9,0.482
L13625,South Africa,CRS-006,4.2,0.719,0.8,0.807
L11279,Egypt,CRS-008,4.0,0.190,24.8,0.924
L15178,South Africa,CRS-002,6.2,0.732,15.2,0.497
L15137,South Africa,CRS-009,13.8,0.590,8.6,0.556
L12589,Egypt,CRS-004,0.8,0.352,-16.3,0.804
L13853,South Africa,CRS-007,8.6,0.953,9.7,0.791
L10418,South Africa,CRS-002,2.1,0.864,1.4,0.619
L14562,Egypt,CRS-010,29.9,0.865,-1.7,0.552
L10660,Egypt,CRS-007,2.1,0.866,7.0,0.656
L11178,Egypt,CRS-011,13.4,0.831,0.6,0.916
L15343,Egypt,CRS-013,21.3,0.191,-15.9,0.828
L14954,Egypt,CRS-012,3.1,0.698,0.8,0.758
L13050,Egypt,CRS-011,4.3,0.899,2.5,0.898
L15097,South Africa,CRS-014,1.1,0.612,-10.4,0.930
L10816,South Africa,CRS-011,10.8,0.751,-22.3,0.634
L14247,South Africa,CRS-005,2.8,0.792,35.9,0.904
L10389,South Africa,CRS-014,33.0,0.659,-18.5,0.793
L13484,South Africa,CRS-008,3.5,0.570,20.6,0.466
L11674,Egypt,CRS-013,0.9,0.578,-6.0,0.675
L10907,South Africa,CRS-009,2.9,0.836,16.5,0.861
L15150,South Africa,CRS-001,0.4,0.813,3.4,0.302
L14212,South Africa,CRS-009,5.8,0.806,10.7,0.570
L14621,South Africa,CRS-011,6.1,0.947,11.7,0.809
L14434,South Africa,CRS-008,4.8,0.655,-19.7,0.800
L10591,South Africa,CRS-008,2.0,0.544,-22.6,0.777
L11928,Egypt,CRS-011,5.6,0.725,24.4,0.334
L12886,Egypt,CRS-010,3.4,0.737,-3.9,0.643
L13523,Egypt,CRS-010,1.8,0.927,-4.8,0.775
L14362,Egypt,CRS-005,8.1,0.703,-10.8,0.852
L13974,South Africa,CRS-009,32.9,0.754,-3.1,0.634
L12182,Egypt,CRS-002,9.7,0.225,-33.2,0.797
L13921,Egypt,CRS-003,3.2,0.729,-4.5,0.831
L13241,Egypt,CRS-014,6.3,0.738,-4.5,0.470
L12652,South Africa,CRS-012,12.3,0.860,-4.3,0.857
L12683,Egypt,CRS-007,4.7,0.410,1.4,0.779
L12033,South Africa,CRS-010,20.5,0.741,1.1,0.525
L10779,South Africa,CRS-004,1.5,0.640,-5.1,0.907
L12838,Egypt,CRS-003,6.1,0.658,5.8,0.673
L14880,Egypt,CRS-014,18.1,0.578,-2.0,0.783
L12853,Egypt,CRS-004,4.6,0.564,-10.0,0.727
L12773,Egypt,CRS-007,7.3,0.656,13.4,0.587
L13387,Egypt,CRS-003,3.2,0.788,-3.6,0.731
L14597,Egypt,CRS-004,58.0,0.813,0.7,0.680
L15219,South Africa,CRS-006,3.0,0.817,-21.2,0.871
L15144,South Africa,CRS-004,2.0,0.875,2.5,0.403
L13696,Egypt,CRS-012,47.8,0.483,-9.4,0.762
L10985,Egypt,CRS-003,0.3,0.970,2.0,0.926
L14776,Egypt,CRS-002,0.0,0.692,8.8,0.805
L11511,South Africa,CRS-011,7.7,0.788,-5.7,0.419
L10573,Egypt,CRS-014,20.4,0.619,7.5,0.848
L13068,Egypt,CRS-001,0.5,0.789,14.2,0.936
L11705,Egypt,CRS-007,25.2,0.753,-0.6,0.689
L12576,South Africa,CRS-001,7.9,0.717,12.1,0.927
L10658,South Africa,CRS-008,1.5,0.283,7.8,0.496
L12485,Egypt,CRS-014,6.8,0.833,-3.6,0.567
L13723,Egypt,CRS-013,20.2,0.500,4.8,0.918
L12412,South Africa,CRS-009,13.1,0.125,0.6,0.901
L15259,South Africa,CRS-012,9.8,0.726,35.3,0.784
L11863,South Africa,CRS-005,3.2,0.671,9.7,0.315
L14542,South Africa,CRS-007,5.1,0.617,-21.9,0.308
L12806,Egypt,CRS-014,0.1,0.579,-11.4,0.707
L11137,Egypt,CRS-013,15.6,0.191,3.2,0.677
L13051,South Africa,CRS-003,7.8,0.844,-11.3,0.741
L12627,South Africa,CRS-006,2.7,0.338,0.1,0.677
L12332,South Africa,CRS-005,16.8,0.770,-10.8,0.638
L12218,South Africa,CRS-012,7.6,0.708,-15.5,0.509
L13377,South Africa,CRS-010,2.8,0.758,-2.8,0.835
L11226,South Africa,CRS-005,1.1,0.926,3.2,0.572
L14273,South Africa,CRS-014,4.6,0.265,-36.1,0.493
L10580,Egypt,CRS-003,9.8,0.811,9.4,0.734
L13246,South Africa,CRS-009,5.4,0.740,6.3,0.622
L10919,South Africa,CRS-014,12.9,0.651,2.5,0.808
L10286,Egypt,CRS-005,58.9,0.694,5.8,0.719
L14290,South Africa,CRS-008,0.7,0.567,7.9,0.937
L14982,Egypt,CRS-014,0.7,0.911,10.5,0.818
L14983,Egypt,CRS-001,1.2,0.752,11.8,0.795
L12371,Egypt,CRS-014,2.1,0.800,-18.6,0.723
L10871,Egypt,CRS-013,2.2,0.799,-7.0,0.255
L14277,Egypt,CRS-008,4.3,0.773,-35.0,0.623
L13445,South Africa,CRS-002,12.8,0.694,-3.6,0.841
L12607,Egypt,CRS-014,5.3,0.833,10.6,0.695
L12138,Egypt,CRS-007,1.2,0.546,8.2,0.772
L14169,Egypt,CRS-008,14.3,0.494,5.3,0.389
L14099,South Africa,CRS-014,0.4,0.522,5.9,0.831
L12301,Egypt,CRS-015,0.0,0.566,1.1,0.861
L11003,Egypt,CRS-009,4.1,0.660,8.6,0.588
L10970,Egypt,CRS-010,22.1,0.707,13.5,0.728
L13595,South Africa,CRS-013,5.9,0.548,-12.4,0.957
L12341,South Africa,CRS-013,19.7,0.545,4.7,0.738
L11387,South Africa,CRS-010,0.3,0.488,22.3,0.853
L15129,Egypt,CRS-013,0.2,0.363,4.9,0.709
L15395,South Africa,CRS-012,1.3,0.614,-2.7,0.677
L13860,Egypt,CRS-014,1.3,0.627,2.7,0.698
L14030,Egypt,CRS-008,4.9,0.628,-4.9,0.508
L13910,Egypt,CRS-002,1.8,0.818,1.6,0.837
L13671,South Africa,CRS-011,1.7,0.770,17.4,0.829
L13193,South Africa,CRS-001,4.8,0.859,11.1,0.912
L15338,South Africa,CRS-001,0.9,0.640,-11.3,0.542
L15367,Egypt,CRS-011,13.6,0.894,10.6,0.644
L12966,South Africa,CRS-013,1.2,0.881,-38.3,0.647
L12632,South Africa,CRS-004,6.3,0.948,-37.1,0.909
L11435,South Africa,CRS-010,0.1,0.477,9.6,0.571
L12664,South Africa,CRS-011,0.1,0.531,11.8,0.726
L10539,South Africa,CRS-007,1.5,0.561,9.2,0.833
L13440,South Africa,CRS-005,17.4,0.964,2.1,0.737
L13571,Egypt,CRS-013,6.7,0.854,23.4,0.916
L10877,Egypt,CRS-013,2.8,0.850,26.3,0.901
L14037,South Africa,CRS-007,6.2,0.905,-3.0,0.559
L14176,Egypt,CRS-001,5.8,0.716,-25.1,0.554
L12968,South Africa,CRS-002,19.4,0.794,-8.7,0.702
L13498,Egypt,CRS-010,24.4,0.870,13.0,0.508
L12207,Egypt,CRS-008,2.2,0.824,2.6,0.705
L10231,South Africa,CRS-003,2.8,0.859,-0.2,0.817
L15100,South Africa,CRS-007,20.7,0.403,2.9,0.454
L11255,South Africa,CRS-007,0.1,0.796,-18.0,0.907
L12538,Egypt,CRS-011,8.1,0.589,19.8,0.706
L11161,Egypt,CRS-007,15.3,0.536,-16.6,0.699
L12173,Egypt,CRS-010,28.2,0.927,-32.5,0.491
L15145,Egypt,CRS-009,20.4,0.723,1.4,0.478
L12322,South Africa,CRS-002,16.9,0.840,-9.6,0.616
L12998,Egypt,CRS-005,14.4,0.716,5.5,0.502
L14524,Egypt,CRS-014,3.6,0.448,5.7,0.788
L13786,South Africa,CRS-010,28.4,0.900,-16.7,0.546
L14496,South Africa,CRS-007,0.1,0.588,-12.7,0.718
L10039,South Africa,CRS-011,16.2,0.971,24.3,0.714
L15247,Egypt,CRS-005,1.7,0.897,3.7,0.477
L11670,Egypt,CRS-008,3.6,0.703,-1.2,0.735
L11900,Egypt,CRS-001,51.7,0.685,20.3,0.598
L13844,South Africa,CRS-009,3.4,0.321,0.6,0.557
L14840,South Africa,CRS-013,8.0,0.571,13.9,0.667
L14456,Egypt,CRS-015,50.8,0.906,6.5,0.782
L13436,Egypt,CRS-006,15.2,0.921,-3.5,0.135
L12287,Egypt,CRS-001,30.0,0.363,-0.9,0.804
L10335,South Africa,CRS-013,4.8,0.527,-8.5,0.661
L15053,South Africa,CRS-003,1.7,0.396,25.9,0.368
L14184,Egypt,CRS-007,45.5,0.184,-7.5,0.704
L13131,Egypt,CRS-011,5.4,0.349,10.2,0.452
L14804,Egypt,CRS-007,2.1,0.885,-18.2,0.436
L12931,South Africa,CRS-015,38.1,0.707,-6.2,0.658
L14568,Egypt,CRS-012,0.1,0.684,4.6,0.472
L14705,South Africa,CRS-007,3.4,0.798,-20.5,0.777
L11557,Egypt,CRS-014,13.0,0.772,-29.8,0.834
L11939,Egypt,CRS-006,18.2,0.689,-28.0,0.820
L13574,South Africa,CRS-009,0.1,0.922,-1.7,0.827
L14793,Egypt,CRS-007,6.7,0.901,-7.9,0.835
L12016,South Africa,CRS-015,8.5,0.804,5.9,0.839
L10633,South Africa,CRS-014,15.5,0.698,-14.8,0.761
L11597,South Africa,CRS-014,1.8,0.860,-29.9,0.853
L13805,Egypt,CRS-004,56.4,0.372,-46.7,0.535
L12280,Egypt,CRS-015,1.0,0.719,4.1,0.883
L12264,Egypt,CRS-009,10.5,0.864,4.2,0.787
L11577,Egypt,CRS-015,7.4,0.857,-8.0,0.431
L15274,South Africa,CRS-007,8.4,0.710,8.3,0.759
L14868,Egypt,CRS-008,11.6,0.578,18.7,0.835
L10554,South Africa,CRS-005,0.3,0.657,14.1,0.122
L14697,South Africa,CRS-004,5.1,0.524,3.2,0.869
L10447,Egypt,CRS-006,21.5,0.417,-24.3,0.824
L14841,Egypt,CRS-014,5.5,0.824,-47.6,0.455
L11681,South Africa,CRS-014,2.3,0.679,11.7,0.337
L14969,Egypt,CRS-015,9.0,0.888,-5.4,0.853
L14432,Egypt,CRS-008,11.5,0.746,18.5,0.707
L12111,South Africa,CRS-003,13.5,0.592,-0.0,0.784
L14334,South Africa,CRS-010,5.3,0.818,-20.8,0.416
L13056,Egypt,CRS-004,3.4,0.931,-12.3,0.738
L13577,South Africa,CRS-010,0.9,0.916,-9.6,0.762
L12845,Egypt,CRS-011,1.1,0.642,-6.6,0.755
L15001,South Africa,CRS-006,3.1,0.775,-5.1,0.750
L10338,Egypt,CRS-002,10.1,0.361,-10.8,0.436
L14227,Egypt,CRS-012,7.7,0.594,18.5,0.642
L12891,South Africa,CRS-010,26.4,0.711,0.3,0.637
L12143,South Africa,CRS-005,4.1,0.832,7.8,0.535
L11012,South Africa,CRS-015,2.9,0.210,15.3,0.447
L15314,Egypt,CRS-003,7.4,0.780,-12.2,0.688
L11576,South Africa,CRS-006,6.4,0.858,-1.3,0.905
L13219,South Africa,CRS-011,0.8,0.745,-45.0,0.833
L12199,South Africa,CRS-005,53.2,0.661,-9.0,0.958
L12069,South Africa,CRS-003,23.0,0.742,1.4,0.857
L11884,Egypt,CRS-005,1.6,0.942,7.3,0.684
L13408,South Africa,CRS-001,20.9,0.752,-39.2,0.543
L11592,South Africa,CRS-002,9.2,0.701,24.8,0.685
L14630,South Africa,CRS-008,41.5,0.865,3.1,0.968
L10179,South Africa,CRS-013,21.7,0.707,-6.1,0.759
L13346,Egypt,CRS-011,17.1,0.561,-6.7,0.573
L11715,Egypt,CRS-013,16.9,0.795,-2.1,0.674
L13478,Egypt,CRS-007,28.4,0.695,-6.1,0.865
L10631,South Africa,CRS-006,0.0,0.629,-0.4,0.535
L13624,Egypt,CRS-003,4.8,0.489,-42.6,0.522
L11499,Egypt,CRS-008,3.4,0.340,-12.6,0.487
L10007,South Africa,CRS-009,0.7,0.784,-8.0,0.628
L14544,South Africa,CRS-010,5.1,0.490,24.2,0.571
L11136,Egypt,CRS-014,11.2,0.877,-21.6,0.697
L11253,Egypt,CRS-012,5.9,0.754,-4.3,0.791
L13433,Egypt,CRS-013,9.6,0.845,8.9,0.686
L10892,South Africa,CRS-013,16.8,0.527,-14.3,0.772
L13845,Egypt,CRS-006,5.5,0.108,-1.9,0.695
L12300,Egypt,CRS-003,9.5,0.835,16.2,0.778
L10400,Egypt,CRS-009,53.8,0.457,4.8,0.707
L15031,Egypt,CRS-008,32.9,0.975,-18.7,0.723
L14475,Egypt,CRS-011,1.9,0.601,-20.3,0.618
L10967,South Africa,CRS-011,7.1,0.557,-3.0,0.488
L10437,Egypt,CRS-007,13.3,0.920,4.9,0.875
L13915,South Africa,CRS-012,1.4,0.599,14.9,0.668
L10431,South Africa,CRS-010,33.2,0.761,-4.3,0.583
L15387,South Africa,CRS-001,1.1,0.815,21.5,0.978
L14488,Egypt,CRS-006,8.7,0.719,5.6,0.904
L13110,Egypt,CRS-008,1.7,0.574,-19.2,0.619
L11516,Egypt,CRS-014,35.5,0.719,-11.4,0.591
L12609,Egypt,CRS-005,7.4,0.742,-2.4,0.815
L10323,South Africa,CRS-012,0.7,0.677,-13.6,0.888
L12890,South Africa,CRS-015,1.3,0.531,-10.0,0.699
